#t  pH Em volume surface deltaOsm H+ HO- Na+ Cl- K+ HCO3- CO3-- HY Y- OSM
17 7.19902784446993 -60.0002019473558 1308.99693899575 652.926841418496 1.15054363931111e-05 6.32371306057262e-08 1.58134942307052e-07 0.0100002235869172 0.0200000316792356 0.140000010406031 0.0126328548787102 1.11870963535419e-05 0.00546565547914216 0.0545343445208578 0.0573670642872073
18 7.19886093114006 -60.0002237985357 1308.99693899575 652.926841418496 1.3528906663951e-05 6.32614393388009e-08 1.58074177643103e-07 0.0100002829155171 0.0200000402385313 0.140000014277297 0.0126348242883549 1.11845409706621e-05 0.00546756505124718 0.0545324349487528 0.0573670642872073
19 7.19868123480059 -60.0002491605162 1308.99693899575 652.926841418496 1.57191103178911e-05 6.32876201946313e-08 1.58008785434601e-07 0.0100003516561903 0.0200000502059016 0.140000019128138 0.0126369499843001 1.11817950642555e-05 0.00546962153835205 0.0545303784616479 0.0573670642872073
20 7.19848887563071 -60.0002782735992 1308.99693899575 652.926841418496 1.80763598212064e-05 6.33156579686633e-08 1.57938815149789e-07 0.0100004304262524 0.0200000616851254 0.140000025106938 0.0126392313956759 1.11788612938076e-05 0.0054718237130352 0.0545281762869648 0.0573670642872073
21 7.19828398083904 -60.0003113734867 1308.99693899575 652.926841418496 2.06008831650228e-05 6.33455365644847e-08 1.57864319135101e-07 0.0100005198272663 0.0200000747790586 0.140000032371282 0.0126416678737473 1.11757424330786e-05 0.0054741702758749 0.0545258297241251 0.0573670642872073
22 7.19806668454901 -60.0003486912213 1308.99693899575 652.926841418496 2.32928240100905e-05 6.33772390032293e-08 1.57785352553627e-07 0.0100006204449565 0.0200000895895821 0.140000041087696 0.0126442586924678 1.11724413671936e-05 0.00547665985628461 0.0545233401437153 0.0573670642872073
23 7.19783712767814 -60.0003904531275 1308.99693899575 652.926841418496 2.61522418841809e-05 6.34107474335286e-08 1.57701973320574e-07 0.0100007328491286 0.0200001062175492 0.140000051431396 0.0126470030490851 1.11689610896194e-05 0.00547929101339591 0.0545207089866041 0.0573670642872073
24 7.19759545781165 -60.0004368807482 1308.99693899575 652.926841418496 2.91791124307217e-05 6.34460431420033e-08 1.57614242035839e-07 0.0100008575935925 0.0200001247627344 0.140000063586026 0.0126499000647944 1.11653046990334e-05 0.00548206223698803 0.054517937763012 0.0573670642872073
25 7.19734182907041 -60.0004881907901 1308.99693899575 652.926841418496 3.23733277104443e-05 6.34831065642809e-08 1.57522221913862e-07 0.01000099521609 0.0200001453237831 0.140000077743407 0.012652948785441 1.11614753960918e-05 0.00548497194846289 0.0545150280515371 0.0573670642872073
26 7.19707640197364 -60.0005445950654 1308.99693899575 652.926841418496 3.57346965528249e-05 6.35219172965306e-08 1.57425978710913e-07 0.010001146238227 0.0200001679981616 0.140000094103274 0.0126561481822698 1.11574764801033e-05 0.00548801850186446 0.0545119814981355 0.0573670642872073
27 7.19679934329646 -60.0006063004362 1308.99693899575 652.926841418496 3.92629449585402e-05 6.35624541075013e-08 1.57325580649974e-07 0.0100013111654101 0.0200001928821084 0.140000112873018 0.0126594971527209 1.11533113456157e-05 0.00549120018494121 0.0545087998150588 0.0573670642872073
28 7.19651082592266 -60.0006735087623 1308.99693899575 652.926841418496 4.295771654933e-05 6.36046949510532e-08 1.57221098343377e-07 0.0100014904867874 0.0200002200705863 0.140000134267428 0.0126629945212707 1.11489834789219e-05 0.00549451522025047 0.0545054847797495 0.0573670642872073
29 7.19621102869284 -60.0007464168481 1308.99693899575 652.926841418496 4.6818573067875e-05 6.36486169791665e-08 1.57112604713362e-07 0.010001684675195 0.0200002496572354 0.140000158508428 0.0126666390403161 1.11444964544929e-05 0.00549796176630343 0.0545020382336966 0.0573670642872073
30 7.19590013624828 -60.0008252163928 1308.99693899575 652.926841418496 5.08449949241929e-05 6.36941965554173e-08 1.57000174910747e-07 0.0100018941871073 0.0200002817343269 0.140000185824818 0.0126704293911017 1.11398539313445e-05 0.00550153791874929 0.0544984620812507 0.0573670642872073
31 7.19557833887071 -60.0009100939424 1308.99693899575 652.926841418496 5.50363817878874e-05 6.37414092689045e-08 1.56883886231841e-07 0.0100021194625928 0.0200003163927183 0.14000021645201 0.012674364184689 1.11350596493453e-05 0.00550524171159741 0.0544947582884026 0.0573670642872073
32 7.19524583231835 -60.0010012308416 1308.99693899575 652.926841418496 5.93920532255821e-05 6.37902299486143e-08 1.56763818033818e-07 0.0100023609252742 0.0200003537218096 0.140000250631769 0.0126784419629644 1.11301174254731e-05 0.0055090711184758 0.0544909288815241 0.0573670642872073
33 7.19490281765836 -60.0010988031886 1308.99693899575 652.926841418496 6.39112493831528e-05 6.38406326782097e-08 1.56640051648693e-07 0.0100026189822945 0.0200003938094998 0.140000288611948 0.0126826611996871 1.11250311500265e-05 0.00551302405392481 0.0544869759460751 0.0573670642872073
34 7.19454950109613 -60.001202981795 1308.99693899575 652.926841418496 6.85931317102595e-05 6.38925908112259e-08 1.56512670296084e-07 0.0100028940242871 0.0200004367421458 0.140000330646229 0.0126870203015736 1.11198047827995e-05 0.00551709837472426 0.0544829016252755 0.0573670642872073
35 7.19418609380152 -60.001313932138 1308.99693899575 652.926841418496 7.34367837266769e-05 6.39460769866612e-08 1.56381758994941e-07 0.010003186425352 0.0200004826045213 0.140000376993856 0.0126915176094186 1.11144423492264e-05 0.00552129188125269 0.0544787081187471 0.0573670642872073
36 7.19381281173255 -60.0014318143279 1308.99693899575 652.926841418496 7.84412118288169e-05 6.40010631449446e-08 1.56247404474404e-07 0.0100034965430368 0.0200005314797775 0.140000427919374 0.0126961513992506 1.1108947936503e-05 0.00552560231887718 0.0544743976811225 0.0573670642872073
37 7.19342987545651 -60.0015567830658 1308.99693899575 652.926841418496 8.36053461377162e-05 6.40575205442655e-08 1.56109695083963e-07 0.0100038247183226 0.0200005834494046 0.140000483692369 0.01270091988352 1.11033256896921e-05 0.00553002737937218 0.0544699726206275 0.0573670642872073
38 7.19303750996908 -60.0016889876108 1308.99693899575 652.926841418496 8.89280413814975e-05 6.41154197772511e-08 1.55968720703099e-07 0.0100041712756161 0.020000638593195 0.140000544587201 0.01270582121232 1.10975798078199e-05 0.00553456470236576 0.054465435297634 0.0573670642872073
39 7.1926359445115 -60.0018285717443 1308.99693899575 652.926841418496 9.44080778180756e-05 6.41747307879719e-08 1.55824572650553e-07 0.0100045365227464 0.0200006969892068 0.140000610882741 0.0127108534746363 1.10917145399704e-05 0.00553921187681187 0.0544607881231879 0.0573670642872073
40 7.19222541238621 -60.0019756737406 1308.99693899575 652.926841418496 0.000100044162191559 6.42354228892634e-08 1.55677343593412e-07 0.0100049207509676 0.0200007587137298 0.140000682862116 0.0127160146996269 1.10857341813831e-05 0.00554396644248679 0.054456033557513 0.0573670642872073
41 7.19180615077117 -60.0021304263345 1308.99693899575 652.926841418496 0.000105834928724957 6.42974647803435e-08 1.55527127456153e-07 0.0100053242349666 0.0200008238412518 0.140000760812437 0.0127213028579285 1.10796430695628e-05 0.0055488258915084 0.0544511741084914 0.0573670642872073
42 7.19137840053306 -60.0022929566987 1308.99693899575 652.926841418496 0.000111778940142415 6.43608245647129e-08 1.55374019329807e-07 0.0100057472328766 0.0200008924444264 0.140000845024545 0.0127267158629885 1.10734455804052e-05 0.00555378766987658 0.0544462123301232 0.0573670642872073
43 7.19094240603985 -60.0024633864137 1308.99693899575 652.926841418496 0.000117874688727204 6.44254697683187e-08 1.55218115381403e-07 0.0100061899862959 0.0200009645940422 0.140000935792746 0.0127322515724221 1.10671461243463e-05 0.00555884917903316 0.0544411508209666 0.0573670642872073
44 7.19049841497265 -60.0026418314478 1308.99693899575 652.926841418496 0.000124120597407296 6.44913673579671e-08 1.55059512763837e-07 0.0100066527203131 0.0200010403589935 0.140001033414554 0.0127379077893912 1.10607491425406e-05 0.0055640077774398 0.05443599222256 0.0573670642872073
45 7.19004667813748 -60.0028284021357 1308.99693899575 652.926841418496 0.000130515020871025 6.45584837599673e-08 1.548983095263e-07 0.0100071356435364 0.0200011198062518 0.140001138190427 0.0127436822640051 1.10542591030742e-05 0.00556926078217232 0.0544307392178274 0.0573670642872073
46 7.18958744927685 -60.0030232031585 1308.99693899575 652.926841418496 0.000137056246710676 6.46267848789896e-08 1.54734604525422e-07 0.0100076389481299 0.0200012030008389 0.140001250423511 0.0127495726947413 1.1047680497218e-05 0.00557460547052973 0.05442539452947 0.0573670642872073
47 7.18912098488172 -60.0032263335297 1308.99693899575 652.926841418496 0.000143742496591936 6.46962361171237e-08 1.54568497337254e-07 0.0100081628098549 0.0200012900058018 0.140001370419382 0.0127555767298841 1.10410178357261e-05 0.00558003908165665 0.0544199609183431 0.0573670642872073
48 7.18864754400377 -60.0034378865798 1308.99693899575 652.926841418496 0.00015057192744905 6.47668023931168e-08 1.54400088170213e-07 0.0100087073881169 0.0200013808821877 0.140001498485788 0.01276169196898 1.1034275645185e-05 0.00558555881817716 0.0544144411818226 0.0573670642872073
49 7.18816738806845 -60.0036579499442 1308.99693899575 652.926841418496 0.000157542632703733 6.4838448161779e-08 1.54229477779124e-07 0.0100092728260184 0.0200014756890218 0.140001634932394 0.0127679159643094 1.10274584644178e-05 0.00559116184783905 0.0544088381521607 0.0573670642872073
50 7.18768078068893 -60.0038866055539 1308.99693899575 652.926841418496 0.000164652643505847 6.49111374335368e-08 1.54056767380468e-07 0.0100098592504171 0.0200015744832854 0.140001780070525 0.0127742462223709 1.10205708409475e-05 0.00559684530516649 0.0544031546948333 0.0573670642872073
51 7.18718798748111 -60.0041239296285 1308.99693899575 652.926841418496 0.000171899929996278 6.49848337941207e-08 1.53882058568944e-07 0.0100104667719901 0.0200016773198956 0.140001934212917 0.0127806802053794 1.10136173275248e-05 0.00560260629311988 0.0543973937068799 0.0573670642872073
52 7.18668927588006 -60.0043699926709 1308.99693899575 652.926841418496 0.000179282402588687 6.50595004243691e-08 1.53705453235456e-07 0.0100110954853034 0.020001784251687 0.140002097673459 0.0127872153327747 1.10066024787237e-05 0.00560844188476126 0.0543915581152385 0.0573670642872073
53 7.18618491495792 -60.0046248594655 1308.99693899575 652.926841418496 0.000186797913271808 6.51351001201337e-08 1.53527053486618e-07 0.0100117454688874 0.0200018953293935 0.140002270766946 0.0127938489827399 1.09995308476078e-05 0.00561434912492394 0.0543856508750758 0.0573670642872073
54 7.18567517524352 -60.0048885890766 1308.99693899575 652.926841418496 0.000194444256925719 6.52115953122714e-08 1.53346961565871e-07 0.0100124167853175 0.0200020106016326 0.140002453808831 0.012800578493728 1.09924069824723e-05 0.00562032503188477 0.054379674968115 0.0573670642872073
55 7.18516032854394 -60.0051612348509 1308.99693899575 652.926841418496 0.000202219172658835 6.52889480867058e-08 1.5316527977629e-07 0.0100131094813012 0.0200021301148903 0.140002647114973 0.0128074011659965 1.09852354236634e-05 0.00562636659903785 0.0543736334009619 0.0573670642872073
56 7.18464064776813 -60.0054428444231 1308.99693899575 652.926841418496 0.000210120345155496 6.5367120204544e-08 1.52982110405177e-07 0.0100138235877698 0.0200022539135078 0.140002851001396 0.0128143142631462 1.09780207004791e-05 0.005632470796568 0.0543675292034317 0.0573670642872073
57 7.18411640675277 -60.0057334597206 1308.99693899575 652.926841418496 0.000218145406040315 6.54460731222338e-08 1.52797555650481e-07 0.0100145591199761 0.0200023820396691 0.140003065784039 0.0128213150136663 1.09707673281529e-05 0.00563863457312293 0.0543613654268768 0.0573670642872073
58 7.1835878800905 -60.0060331169743 1308.99693899575 652.926841418496 0.000226291935253642 6.55257680117466e-08 1.52611717549153e-07 0.0100153160775982 0.0200025145333903 0.140003291778522 0.0128284006124807 1.0963479804924e-05 0.00564485485748268 0.0543551451425171 0.0573670642872073
59 7.18305534296075 -60.0063418467272 1308.99693899575 652.926841418496 0.000234557462438612 6.56061657807716e-08 1.52424697907447e-07 0.0100160944448478 0.0200026514325101 0.140003529299899 0.0128355682224984 1.09561626091946e-05 0.00565112856022495 0.0543488714397748 0.0573670642872073
60 7.18251907096322 -60.0066596738546 1308.99693899575 652.926841418496 0.000242939468339143 6.56872270929067e-08 1.52236598233264e-07 0.0100168941905844 0.0200027927726811 0.140003778662421 0.012842814976163 1.09488201967775e-05 0.00565745257538525 0.0543425474246145 0.0573670642872073
61 7.18197933995415 -60.0069866175698 1308.99693899575 652.926841418496 0.000251435386206977 6.57689123878342e-08 1.52047519670552e-07 0.0100177152684355 0.0200029385873632 0.140004040179303 0.0128501379770029 1.09414569982348e-05 0.00566382378211061 0.0543361762178892 0.0573670642872073
62 7.18143642588552 -60.0073226914547 1308.99693899575 652.926841418496 0.000260042603215438 6.58511819014646e-08 1.51857562935823e-07 0.0100185576169214 0.0200030889078181 0.14000431416249 0.0128575343011793 1.09340774163087e-05 0.00567023904630549 0.0543297609536943 0.0573670642872073
63 7.18089060464737 -60.0076679034694 1308.99693899575 652.926841418496 0.000268758461882901 6.59339956860394e-08 1.51666828256813e-07 0.0100194211595857 0.020003243763104 0.140004600922421 0.0128650009990328 1.09266858234466e-05 0.00567669522226908 0.0543233047777307 0.0573670642872073
64 7.18034215191313 -60.0080222559827 1308.99693899575 652.926841418496 0.000277580261499544 6.60173136301759e-08 1.51475415313311e-07 0.0100203058051308 0.0200034031800732 0.140004900767806 0.0128725350966249 1.091928655942e-05 0.00568318915432259 0.0543168108456772 0.0573670642872073
65 7.17979134298826 -60.0083857457953 1308.99693899575 652.926841418496 0.000286505259561531 6.61010954788459e-08 1.51283423180184e-07 0.0100212114475597 0.0200035671833697 0.140005214005396 0.0128801335972762 1.09118839290387e-05 0.00568971767842564 0.0543102823215742 0.0573670642872073
66 7.17923845266222 -60.0087583641649 1308.99693899575 652.926841418496 0.000295530673207145 6.61853008532724e-08 1.51090950272617e-07 0.0100221379663213 0.0200037357954285 0.14000554093976 0.0128877934830984 1.090448219996e-05 0.00569627762378074 0.0543037223762191 0.0573670642872073
67 7.17868375506378 -60.0091400968412 1308.99693899575 652.926841418496 0.000304653680658518 6.62698892707351e-08 1.50898094293573e-07 0.0100230852264625 0.0200039090364756 0.140005881873066 0.0128955117165197 1.08970856005943e-05 0.00570286581442474 0.0542971341855751 0.0573670642872073
68 7.17812752351982 -60.0095309240931 1308.99693899575 652.926841418496 0.000313871422663647 6.63548201642722e-08 1.50704952183479e-07 0.0100240530787842 0.0200040869245305 0.140006237104859 0.0129032852418035 1.08896983181044e-05 0.00570947907080646 0.0542905209291934 0.0573670642872073
69 7.1775700304176 -60.0099308207464 1308.99693899575 652.926841418496 0.000323181003940631 6.64400529022679e-08 1.50511620072155e-07 0.0100250413600032 0.0200042694754078 0.140006606931847 0.0129111109865578 1.0882324496502e-05 0.00571611421134954 0.0542838857886503 0.0573670642872073
70 7.17701154707068 -60.0103397562198 1308.99693899575 652.926841418496 0.000332579494622343 6.65255468079154e-08 1.50318193232952e-07 0.010026049892918 0.0200044567027217 0.14000699164769 0.0129189858632366 1.08749682348371e-05 0.00572276805399967 0.0542772319460002 0.0573670642872073
71 7.17645234358835 -60.0107576945629 1308.99693899575 652.926841418496 0.000342063931701997 6.66112611785433e-08 1.50124766039127e-07 0.0100270784865807 0.0200046486178908 0.140007391542788 0.0129269067706305 1.08676335854828e-05 0.00572943741775535 0.0542705625822445 0.0573670642872073
72 7.17589268874873 -60.0111845944974 1308.99693899575 652.926841418496 0.000351631320475221 6.66971553047994e-08 1.49931431922411e-07 0.010028126936473 0.0200048452301442 0.140007806904076 0.0129348705953472 1.08603245525123e-05 0.00573611912418147 0.0542638808758184 0.0573670642872073
73 7.17533284987561 -60.0116204094619 1308.99693899575 652.926841418496 0.000361278635983397 6.67831884896773e-08 1.49738283333772e-07 0.0100291950246868 0.0200050465465282 0.14000823801482 0.0129428742132806 1.08530450901689e-05 0.00574280999890494 0.0542571900010949 0.0573670642872073
74 7.17477309271883 -60.0120650876564 1308.99693899575 652.926841418496 0.000371002824452626 6.68693200673817e-08 1.49545411706346e-07 0.0100302825201098 0.0200052525719151 0.140008685154415 0.0129509144910681 1.08457991014266e-05 0.00574950687309163 0.0542504931269082 0.0573670642872073
75 7.1742136813385 -60.0125185720894 1308.99693899575 652.926841418496 0.000380800804729742 6.69555094220198e-08 1.4935290742051e-07 0.0100313891786157 0.0200054633090117 0.140009148598193 0.0129589882875344 1.08385904366409e-05 0.00575620658490416 0.0542437934150957 0.0573670642872073
76 7.17365487799282 -60.0129808006261 1308.99693899575 652.926841418496 0.000390669469715832 6.70417160061131e-08 1.49160859771074e-07 0.0100325147432588 0.02000567875837 0.140009628617223 0.0129670924551231 1.08314228922882e-05 0.00576290598093963 0.0542370940190602 0.0573670642872073
77 7.17309694302964 -60.0134517060449 1308.99693899575 652.926841418496 0.000400605687793654 6.71278993589204e-08 1.48969356936553e-07 0.0100336589444727 0.0200058989183981 0.140010125478125 0.0129752238413144 1.08243002097913e-05 0.00576960191764698 0.0542303980823528 0.0573670642872073
78 7.17254013478174 -60.0139312160863 1308.99693899575 652.926841418496 0.000410606304252714 6.72140191245638e-08 1.48778485950492e-07 0.0100348215002738 0.020006123785372 0.140010639442884 0.0129833792900276 1.08172260744311e-05 0.00577629126272337 0.0542237087372765 0.0573670642872073
79 7.17198470946572 -60.0144192535111 1308.99693899575 652.926841418496 0.000420668142705249 6.73000350699533e-08 1.48588332674801e-07 0.0100360021164691 0.0200063533534493 0.140011170768663 0.0129915556430095 1.08102041143414e-05 0.00578297089648903 0.0542170291035109 0.0573670642872073
80 7.1714309210846 -60.0149157361574 1308.99693899575 652.926841418496 0.000430788006499372 6.73859071024988e-08 1.48398981775066e-07 0.0100372004868671 0.0200065876146825 0.140011719707626 0.0129997497412077 1.08032378995851e-05 0.00578963771324017 0.0542103622867597 0.0573670642872073
81 7.17087902133404 -60.0154205769992 1308.99693899575 652.926841418496 0.000440962680124835 6.74715952876071e-08 1.48210516697784e-07 0.0100384162934944 0.0200068265590339 0.140012286506762 0.013007958426128 1.07963309413105e-05 0.00579628862257958 0.0542037113774203 0.0573670642872073
82 7.17032925951217 -60.0159336842121 1308.99693899575 652.926841418496 0.000451188930610635 6.75570598659555e-08 1.48023019649488e-07 0.0100396492068149 0.0200070701743918 0.140012871407714 0.0130161785411752 1.07894866909851e-05 0.00580292055072446 0.0541970794492753 0.0573670642872073
83 7.16978188243294 -60.0164549612296 1308.99693899575 652.926841418496 0.000461463508916404 6.76422612705367e-08 1.47836571577712e-07 0.010040898885953 0.020007318446586 0.140013474646606 0.0130244069329781 1.07827085397051e-05 0.00580953044179119 0.0541904695582086 0.0573670642872073
84 7.16923713434311 -60.0169843068172 1308.99693899575 652.926841418496 0.000471783151316574 6.77271601434692e-08 1.47651252153739e-07 0.0100421649789218 0.020007571359406 0.140014096453883 0.0130326404526981 1.07759998175779e-05 0.00581611525905667 0.0541838847409431 0.0573670642872073
85 7.16869525684257 -60.0175216151313 1308.99693899575 652.926841418496 0.000482144580774224 6.78117173525696e-08 1.47467139757095e-07 0.010043447122853 0.0200078288946186 0.140014737054151 0.0130408759573194 1.07693637931766e-05 0.0058226719861961 0.0541773280138036 0.0573670642872073
86 7.16815648880825 -60.0180667757945 1308.99693899575 652.926841418496 0.000492544508309822 6.78958940076799e-08 1.47284311461734e-07 0.0100447449442322 0.0200080910319868 0.140015396666015 0.0130491103109236 1.07628036730625e-05 0.00582919762849675 0.054170802371503 0.0573670642872073
87 7.16762106632127 -60.0186196739604 1308.99693899575 652.926841418496 0.000502979634355971 6.7979651476747e-08 1.47102843023851e-07 0.0100460580591361 0.0200083577492893 0.140016075501932 0.0130573403859452 1.0756322601375e-05 0.00583568921404768 0.0541643107859521 0.0573670642872073
88 7.16708922259756 -60.0191801903924 1308.99693899575 652.926841418496 0.000513446650108662 6.8062951401649e-08 1.46922808871285e-07 0.0100473860734744 0.0200086290223408 0.140016773768058 0.0130655630644107 1.07499236594855e-05 0.00584214379490523 0.0541578562050945 0.0573670642872073
89 7.16656118792163 -60.0197482015319 1308.99693899575 652.926841418496 0.00052394223886576 6.81457557137656e-08 1.46744282094446e-07 0.0100487285832339 0.0200089048250131 0.140017491664107 0.0130737752391585 1.07436098657129e-05 0.00584855844823395 0.0541514415517658 0.0573670642872073
90 7.16603718958362 -60.0203235795763 1308.99693899575 652.926841418496 0.000534463077355385 6.82280266492888e-08 1.46567334438717e-07 0.010050085174726 0.0200091851292564 0.140018229383207 0.0130819738150418 1.07373841750995e-05 0.0058549302774231 0.0541450697225766 0.0573670642872073
91 7.16551745181945 -60.0209061925589 1308.99693899575 652.926841418496 0.000545005837056689 6.83097267642697e-08 1.46392036298272e-07 0.010051455424838 0.0200094699051217 0.140018987111767 0.013090155710113 1.07312494792434e-05 0.0058612564131785 0.0541387435868212 0.0573670642872073
92 7.1650021957541 -60.0214959044202 1308.99693899575 652.926841418496 0.000555567185508643 6.83908189493991e-08 1.46218456711255e-07 0.0100528389012856 0.0200097591207837 0.140019765029342 0.013098317856789 1.07252086061857e-05 0.00586753401458964 0.0541324659854101 0.0573670642872073
93 7.16449163934781 -60.0220925750963 1308.99693899575 652.926841418496 0.000566143787608775 6.84712664445206e-08 1.46046663356265e-07 0.0100542351628703 0.0200100527425641 0.140020563308507 0.0131064572029995 1.07192643203507e-05 0.00587376027017206 0.0541262397298277 0.0573670642872073
94 7.16398599734532 -60.0226960605957 1308.99693899575 652.926841418496 0.000576732306901806 6.85510328528711e-08 1.45876722550084e-07 0.0100556437597376 0.0200103507349555 0.140021382114733 0.0131145707133157 1.0713419322535e-05 0.00587993239888513 0.0541200676011146 0.0573670642872073
95 7.16348548122789 -60.0233062130834 1308.99693899575 652.926841418496 0.000587329406857628 6.86300821550483e-08 1.45708699246609e-07 0.0100570642336389 0.0200106530606462 0.140022221606267 0.0131226553700609 1.07076762499454e-05 0.00588604765112491 0.0541139523488748 0.0573670642872073
96 7.16299029916817 -60.0239228809666 1308.99693899575 652.926841418496 0.000597931752137348 6.87083787227037e-08 1.45542657036901e-07 0.0100584961181958 0.020010959680545 0.140023081934017 0.013130708174403 1.07020376762811e-05 0.00589210330969252 0.0541078966903072 0.0573670642872073
97 7.16250065598769 -60.0245459089767 1308.99693899575 652.926841418496 0.000608536009850225 6.87858873319568e-08 1.45378658150335e-07 0.0100599389391657 0.0200112705538069 0.140023963241444 0.0131387261474277 1.06965061118594e-05 0.00589809669073776 0.0541019033092619 0.0573670642872073
98 7.16201675311711 -60.0251751382603 1308.99693899575 652.926841418496 0.000619138850797563 6.88625731765336e-08 1.45216763456753e-07 0.0100613922147113 0.0200115856378591 0.14002486566445 0.0131467063311938 1.06910840037813e-05 0.00590402514467828 0.0540959748553214 0.0573670642872073
99 7.16153878855893 -60.0258104064674 1308.99693899575 652.926841418496 0.000629736950706783 6.8938401880623e-08 1.45057032469602e-07 0.0100628554556706 0.0200119048884273 0.140025789331283 0.0131546457897703 1.06857737361358e-05 0.00590988605709426 0.0540901139429055 0.0573670642872073
