#t  pH Em volume surface deltaOsm H+ HO- Na+ Cl- K+ HCO3- CO3-- HY Y- OSM
190 7.15742143670502 -60.0828299937864 1308.99693899575 652.926841418496 0.00121889927108509 6.95950839896658e-08 1.4368830996001e-07 0.0101680723641136 0.0200492083599591 0.140190237448343 0.0134374616930667 1.08125145006431e-05 0.00596058891480895 0.0540394110851908 0.0573670642872073
191 7.1578454431557 -60.0831688934711 1308.99693899575 652.926841418496 0.00121873162537534 6.95271707059425e-08 1.4382866293084e-07 0.0101682558663169 0.0200495900899261 0.140192579341906 0.013434349835926 1.08205696157798e-05 0.00595534969284515 0.0540446503071546 0.0573670642872073
192 7.15827781539639 -60.0834968817852 1308.99693899575 652.926841418496 0.0012184043301427 6.94579857162116e-08 1.43971926293077e-07 0.010168409049836 0.0200499686646678 0.140194921000055 0.0134311112001197 1.08287365297314e-05 0.00595001131943253 0.0540499886805672 0.0573670642872073
193 7.15871841073331 -60.0838138874537 1308.99693899575 652.926841418496 0.00121791836802637 6.93875557482697e-08 1.44118061115726e-07 0.0101685318663528 0.0200503440170123 0.140197261963085 0.013427747353603 1.08370131170173e-05 0.00594457579906422 0.0540554242009355 0.0573670642872073
194 7.1591670829874 -60.0841198436003 1308.99693899575 652.926841418496 0.0012172747878722 6.93159080612563e-08 1.44267027291379e-07 0.0101686242800404 0.0200507160809657 0.140199601771213 0.0134242599172712 1.08453972023686e-05 0.00593904517783819 0.0540609548221616 0.0573670642872073
195 7.15962368250384 -60.0844146877769 1308.99693899575 652.926841418496 0.00121647470458147 6.92430704368e-08 1.44418783524732e-07 0.0101686862675865 0.0200510847917395 0.140201939964762 0.0134206505645752 1.08538865604202e-05 0.00593342154288855 0.0540665784571112 0.0573670642872073
196 7.16008805616265 -60.0846983619923 1308.99693899575 652.926841418496 0.00121551929893254 6.91690711699703e-08 1.44573287321248e-07 0.0101687178182135 0.0200514500857771 0.140204276084348 0.0134169210211158 1.08624789154127e-05 0.00592770702180153 0.0540722929781983 0.0573670642872073
197 7.16056004739034 -60.0849708127406 1308.99693899575 652.926841418496 0.0012144098173778 6.90939390600323e-08 1.44730494975999e-07 0.0101687189336919 0.0200518119007801 0.140206609671067 0.0134130730642181 1.08711719409078e-05 0.00592190378201587 0.054078096217984 0.0573670642872073
198 7.16103949617268 -60.08523199102 1308.99693899575 652.926841418496 0.0012131475718129 6.9017703401006e-08 1.44890361562715e-07 0.0101686896283497 0.0200521701757349 0.140208940266676 0.0134091085224848 1.08799632595165e-05 0.00591601403020751 0.0540839859697923 0.0573670642872073
199 7.16152623906865 -60.0854818523642 1308.99693899575 652.926841418496 0.00121173393932084 6.89403939720279e-08 1.45052840923094e-07 0.010168629929075 0.0200525248509388 0.140211267413785 0.0134050292753282 1.08888504426441e-05 0.00591004001165813 0.0540899599883417 0.0573670642872073
200 7.16202010922573 -60.0857203568553 1308.99693899575 652.926841418496 0.00121017036188747 6.88620410275155e-08 1.45217885656399e-07 0.0101685398753151 0.0200528758680256 0.140213590656038 0.0134008372524804 1.08978310102519e-05 0.00590398400960758 0.0540960159903922 0.0573670642872073
201 7.16252093639647 -60.0859474691498 1308.99693899575 652.926841418496 0.00120845834609029 6.87826752871336e-08 1.45385447109391e-07 0.0101684195190691 0.0200532231699917 0.140215909538296 0.0133965344334824 1.09069024306379e-05 0.00589784834458986 0.0541021516554099 0.0573670642872073
202 7.1630285469565 -60.0861631584924 1308.99693899575 652.926841418496 0.00120659946275853 6.87023279255618e-08 1.45555475366641e-07 0.0101682689248756 0.0200535667012211 0.14021822360683 0.0133921228471507 1.09160621202387e-05 0.00589163537375231 0.0541083646262475 0.0573670642872073
203 7.16354276392402 -60.0863673987337 1308.99693899575 652.926841418496 0.0012045953466075 6.86210305620631e-08 1.45727919241255e-07 0.0101680881697952 0.0200539064075109 0.140220532409494 0.0133876045710215 1.09253074434542e-05 0.00588534749015803 0.0541146525098418 0.0573670642872073
204 7.16406340698083 -60.086560168343 1308.99693899575 652.926841418496 0.0012024476958406 6.8538815249853e-08 1.45902726266069e-07 0.0101678773433878 0.0200542422360961 0.140222835495919 0.0133829817307723 1.09346357124966e-05 0.00587898712207117 0.0541210128779288 0.0573670642872073
205 7.16459029249499 -60.0867414504213 1308.99693899575 652.926841418496 0.00120015827172615 6.84557144652687e-08 1.46079842685354e-07 0.0101676365476847 0.0200545741356744 0.14022513241769 0.0133782564996206 1.09440441872659e-05 0.00587255673222481 0.0541274432677751 0.0573670642872073
206 7.16512323354526 -60.0869112327134 1308.99693899575 652.926841418496 0.00119772889814285 6.83717610967376e-08 1.46259213447073e-07 0.0101673658971552 0.0200549020564304 0.140227422728531 0.0133734310977001 1.09535300752541e-05 0.00586605881707146 0.0541339411829285 0.0573670642872073
207 7.16566203994718 -60.0870695076113 1308.99693899575 652.926841418496 0.00119516146109666 6.82869884335457e-08 1.46440782195742e-07 0.0101670655186683 0.0200552259500597 0.140229705984487 0.013368507791412 1.09630905314798e-05 0.0058594959060157 0.0541405040939842 0.0573670642872073
208 7.16620651828115 -60.0872162721682 1308.99693899575 652.926841418496 0.00119245790820816 6.82014301544047e-08 1.46624491265953e-07 0.0101667355514487 0.0200555457697931 0.140231981744103 0.0133634888927544 1.09727226584547e-05 0.00585287056062899 0.054147129439371 0.0573670642872073
209 7.16675647192231 -60.0873515280968 1308.99693899575 652.926841418496 0.00118962024816821 6.81151203158186e-08 1.46810281676588e-07 0.0101663761470288 0.0200558614704196 0.140234249568608 0.0133583767586265 1.09824235061853e-05 0.00584618537384628 0.0541538146261537 0.0573670642872073
210 7.16731170107255 -60.0874752817771 1308.99693899575 652.926841418496 0.00118665055016604 6.80280933402486e-08 1.46998093125793e-07 0.0101659874691937 0.0200561730083097 0.14023650902209 0.0133531737901092 1.09921900722109e-05 0.00583944296914442 0.0541605570308555 0.0573670642872073
211 7.16787200279451 -60.0875875442562 1308.99693899575 652.926841418496 0.00118355094328448 6.79403840040772e-08 1.47187863986755e-07 0.0101655696939228 0.0200564803414382 0.14023875967168 0.0133478824317215 1.10020193016799e-05 0.00583264599970205 0.0541673540002979 0.0573670642872073
212 7.16843717104778 -60.0876883312465 1308.99693899575 652.926841418496 0.00118032361586429 6.78520274253711e-08 1.47379531304334e-07 0.0101651230093252 0.0200567834294068 0.140241001087723 0.013342505170652 1.10119080874675e-05 0.00582579714754087 0.0541742028524591 0.0573670642872073
213 7.16900699672732 -60.0877776631257 1308.99693899575 652.926841418496 0.00117697081484003 6.7763059051443e-08 1.47573030792609e-07 0.0101646476155703 0.020057082233466 0.140243232843959 0.0133370445359661 1.10218532703357e-05 0.00581889912264812 0.0541811008773518 0.0573670642872073
214 7.16958126770423 -60.0878555649294 1308.99693899575 652.926841418496 0.0011734948450417 6.76735146462129e-08 1.47768296833385e-07 0.0101641437248136 0.020057376716537 0.140245454517697 0.0133315030977879 1.1031851639139e-05 0.00581195466208014 0.0541880453379198 0.0573670642872073
215 7.17015976886883 -60.0879220663497 1308.99693899575 652.926841418496 0.00116989806846562 6.75834302773693e-08 1.47965262475713e-07 0.0101636115611168 0.0200576668432325 0.140247665689988 0.0133258834664573 1.10418999310767e-05 0.00580496652904693 0.0541950334709531 0.0573670642872073
216 7.17074228217629 -60.0879772017219 1308.99693899575 652.926841418496 0.00116618290351489 6.74928423033305e-08 1.48163859436492e-07 0.0101630513603632 0.0200579525798783 0.140249865945798 0.0133201882916619 1.10519948319951e-05 0.00579793751197742 0.0542020624880226 0.0573670642872073
217 7.17132858669471 -60.0880210100189 1308.99693899575 652.926841418496 0.00116235182420682 6.74017873600063e-08 1.48364018102191e-07 0.0101624633701686 0.020058233894533 0.140252054874179 0.0133144202615431 1.1062132976741e-05 0.00579087042356562 0.0542091295764343 0.0573670642872073
218 7.17191845865591 -60.0880535348384 1308.99693899575 652.926841418496 0.00115840735934819 6.7310302347362e-08 1.48565667531754e-07 0.0101618478497861 0.0200585107570085 0.140254232068438 0.0133085821017776 1.10723109495697e-05 0.00578376809979726 0.0542162319002027 0.0573670642872073
219 7.17251167150876 -60.0880748243871 1308.99693899575 652.926841418496 0.00115435209167952 6.72184244157848e-08 1.48768735460745e-07 0.0101612050700069 0.0200587831388891 0.140256397126309 0.0133026765746324 1.10825252846075e-05 0.00577663339895714 0.0542233666010428 0.0573670642872073
220 7.17310799597539 -60.088084931469 1308.99693899575 652.926841418496 0.00115018865698552 6.71261909522537e-08 1.4897314830679e-07 0.010160535313056 0.0200590510135509 0.140258549650112 0.0132967064779952 1.10927724663741e-05 0.00576946920061685 0.0542305307993832 0.0573670642872073
221 7.17370720011014 -60.0880839134665 1308.99693899575 652.926841418496 0.00114591974317391 6.7033639566314e-08 1.49178831176358e-07 0.0101598388724823 0.02005931435618 0.140260689246926 0.0132906746443778 1.11030489303638e-05 0.00576227840460308 0.0542377215953969 0.0573670642872073
222 7.17430904936145 -60.0880718323202 1308.99693899575 652.926841418496 0.00114154808932287 6.69408080758589e-08 1.49385707872958e-07 0.0101591160530451 0.0200595731437907 0.140262815528747 0.0132845839398952 1.11133510636903e-05 0.00575506392994635 0.0542449360700536 0.0573670642872073
223 7.1749133066366 -60.0880487545108 1308.99693899575 652.926841418496 0.00113707648469463 6.68477344927182e-08 1.49593700906787e-07 0.0101583671705947 0.0200598273552426 0.140264928112652 0.013278437263218 1.11236752057948e-05 0.0057478287138102 0.0542521712861898 0.0573670642872073
224 7.17551973236961 -60.088014751033 1308.99693899575 652.926841418496 0.00113250776771623 6.67544570080571e-08 1.49802731505898e-07 0.0101575925519485 0.020060076971258 0.140267026620957 0.0132722375444992 1.11340176492222e-05 0.00574057571040078 0.0542594242895991 0.0573670642872073
225 7.17612808459206 -60.0879698973749 1308.99693899575 652.926841418496 0.00112784482492984 6.66610139775864e-08 1.50012719628932e-07 0.0101567925347631 0.0200603219744377 0.140269110681375 0.0132659877442759 1.11443746404643e-05 0.00573330788985715 0.0542666921101428 0.0573670642872073
226 7.17673811900713 -60.0879142734862 1308.99693899575 652.926841418496 0.00112309058990817 6.6567443906587e-08 1.50223583979473e-07 0.0101559674674004 0.0200605623492771 0.140271179927172 0.0132596908523447 1.11547423808746e-05 0.00572602823712195 0.054273971762878 0.0573670642872073
227 7.17734958906679 -60.0878479637564 1308.99693899575 652.926841418496 0.00111824804213961 6.64737854347504e-08 1.50435242022073e-07 0.0101551177087904 0.0200607980821809 0.14027323399732 0.0132533498866117 1.11651170276555e-05 0.00571873975079293 0.054281260249207 0.0573670642872073
228 7.17796224605225 -60.0877710569785 1308.99693899575 652.926841418496 0.00111332020587979 6.63800773208381e-08 1.50647610000008e-07 0.0101542436282883 0.0200610291614777 0.140275272536649 0.0132469678919174 1.11754946949195e-05 0.00571144544195519 0.0542885545580447 0.0573670642872073
229 7.1785758391576 -60.0876836463218 1308.99693899575 652.926841418496 0.00110831014897134 6.62863584271631e-08 1.50860602954803e-07 0.0101533456055278 0.0200612555774339 0.140277295195996 0.0132405479388362 1.11858714548268e-05 0.00570414833299431 0.0542958516670055 0.0573670642872073
230 7.17919011557693 -60.0875858292947 1308.99693899575 652.926841418496 0.00110322098163179 6.61926677038961e-08 1.51074134747577e-07 0.0101524240302696 0.0200614773222665 0.140279301632351 0.0132340931224501 1.11962433388009e-05 0.00569685145639074 0.054303148543609 0.0573670642872073
231 7.17980482059464 -60.0874777077126 1308.99693899575 652.926841418496 0.00109805585520989 6.60990441732e-08 1.51288118082266e-07 0.0101514793022454 0.0200616943901559 0.140281291509005 0.0132276065610989 1.12066063388232e-05 0.0056895578534953 0.0543104421465045 0.0573670642872073
232 7.18041969767924 -60.0873593876547 1308.99693899575 652.926841418496 0.00109281796090904 6.6005526913197e-08 1.51502464530749e-07 0.0101505118309979 0.0200619067772571 0.140283264495689 0.013221091395104 1.12169564088094e-05 0.00568227057328633 0.0543177294267135 0.0573670642872073
233 7.1810344885806 -60.0872309794332 1308.99693899575 652.926841418496 0.00108751052848116 6.5912155041771e-08 1.51717084559936e-07 0.0101495220357155 0.020062114481711 0.140285220268713 0.0132145507854695 1.12272894660676e-05 0.00567499267110858 0.0543250073288913 0.0573670642872073
234 7.18164893343056 -60.0870925975434 1308.99693899575 652.926841418496 0.00108213682488822 6.58189677002102e-08 1.51931887560857e-07 0.0101485103450641 0.0200623175036542 0.140287158511108 0.0132079879125573 1.12376013928406e-05 0.00566772720739411 0.0543322727926057 0.0573670642872073
235 7.18226277084708 -60.0869443606278 1308.99693899575 652.926841418496 0.00107670015293332 6.57260040366947e-08 1.52146781879772e-07 0.0101474771970135 0.0200625158452288 0.140289078912756 0.0132014059747407 1.1247888037933e-05 0.00566047724636565 0.0543395227536342 0.0573670642872073
236 7.18287573804186 -60.0867863914276 1308.99693899575 652.926841418496 0.00107120384986192 6.56333031896332e-08 1.52361674851366e-07 0.0101464230386604 0.0200627095105906 0.140290981170527 0.013194808187032 1.12581452184248e-05 0.0056532458547226 0.0543467541452772 0.0573670642872073
237 7.18348757093148 -60.0866188167375 1308.99693899575 652.926841418496 0.001065651285932 6.55409042708538e-08 1.52576472834035e-07 0.0101453483260468 0.020062898505917 0.140292864988403 0.0131881977796893 1.12683687214708e-05 0.00564603610031016 0.0543539638996897 0.0573670642872073
238 7.18409800425193 -60.0864417673573 1308.99693899575 652.926841418496 0.0010600458629561 6.54488463486558e-08 1.52791081247307e-07 0.0101442535239743 0.020063082839414 0.140294730077609 0.0131815779967995 1.12785543061896e-05 0.00563885105077195 0.0543611489492279 0.0573670642872073
239 7.18470677167682 -60.0862553780429 1308.99693899575 652.926841418496 0.00105439101281263 6.53571684307261e-08 1.5300540461142e-07 0.0101431391058153 0.020063262521322 0.140296576156737 0.0131749520948391 1.12886977056388e-05 0.00563169377218659 0.0543683062278133 0.0573670642872073
240 7.18531360593889 -60.0860597874525 1308.99693899575 652.926841418496 0.00104869019592985 6.52659094469273e-08 1.53219346589076e-07 0.0101420055533191 0.0200634375639211 0.140298402951864 0.0131683233412142 1.12987946288813e-05 0.00562456732768875 0.0543754326723111 0.0573670642872073
241 7.1859182389551 -60.0858551380961 1308.99693899575 652.926841418496 0.00104294689974105 6.51751082319641e-08 1.53432810029392e-07 0.0101408533564151 0.0200636079815352 0.140300210196673 0.0131616950127787 1.13088407631386e-05 0.00561747477607511 0.0543825252239248 0.0573670642872073
242 7.18652040195513 -60.085641576278 1308.99693899575 652.926841418496 0.00103716463711256 6.50848035079342e-08 1.53645697014065e-07 0.0101396830130118 0.0200637737905355 0.140301997632568 0.0131550703943326 1.13188317760354e-05 0.00561041917039578 0.0543895808296041 0.0573670642872073
243 7.18711982561334 -60.0854192520415 1308.99693899575 652.926841418496 0.0010313469447456 6.4995033866771e-08 1.53857908905753e-07 0.0101384950287919 0.0200639350093428 0.140303765008785 0.0131484527770996 1.13287633179313e-05 0.00560340355653196 0.0543965964434679 0.0573670642872073
244 7.18771624018397 -60.0851883191094 1308.99693899575 652.926841418496 0.00102549738155039 6.49058377525852e-08 1.54069346398687e-07 0.0101372899170044 0.0200640916584285 0.140305512082502 0.0131418454571867 1.13386310243433e-05 0.00559643097176016 0.0544035690282397 0.0573670642872073
245 7.18830937563989 -60.0849489348239 1308.99693899575 652.926841418496 0.00101961952699675 6.48172534439128e-08 1.54279909571502e-07 0.0101360681982528 0.0200642437603157 0.140307238618946 0.0131352517340243 1.13484305184554e-05 0.00558950444330387 0.0544104955566959 0.0573670642872073
246 7.18889896181438 -60.0847012600863 1308.99693899575 652.926841418496 0.00101371697943747 6.4729319035879e-08 1.54489497942301e-07 0.0101348304002796 0.0200643913395779 0.140308944391493 0.0131286749087889 1.13581574137163e-05 0.00558262698687339 0.0544173730131265 0.0573670642872073
247 7.18948472854637 -60.0844454592908 1308.99693899575 652.926841418496 0.00100779335441148 6.46420724222838e-08 1.54698010525924e-07 0.0101335770577478 0.020064534422838 0.140310629181773 0.0131221182828091 1.1367807316524e-05 0.00557580160519426 0.0544241983948056 0.0573670642872073
248 7.1900664058286 -60.0841817002626 1308.99693899575 652.926841418496 0.00100185228291993 6.45555512776208e-08 1.54905345893416e-07 0.0101323087120191 0.0200646730387651 0.140312292779761 0.0131155851559554 1.13773758289958e-05 0.00556903128652553 0.0544309687134743 0.0573670642872073
249 7.19064372395903 -60.0839101541891 1308.99693899575 652.926841418496 0.000995897409682922 6.44697930390363e-08 1.55111402233679e-07 0.0101310259109286 0.020064807218071 0.140313934983872 0.0131090788250143 1.13868585518228e-05 0.00556231900316834 0.0544376809968316 0.0573670642872073
250 7.19121641369512 -60.0836309955513 1308.99693899575 652.926841418496 0.000989932391373849 6.43848348882392e-08 1.55316077417272e-07 0.0101297292085563 0.0200649369935056 0.140315555601052 0.0131026025820484 1.13962510872066e-05 0.00555566770996565 0.0544443322900342 0.0573670642872073
251 7.19178420641101 -60.083344402056 1308.99693899575 652.926841418496 0.000983960894833491 6.43007137333711e-08 1.5551926906233e-07 0.0101284191649962 0.0200650623998504 0.140317154446861 0.0130961597127436 1.14055490418768e-05 0.00554908034279435 0.0544509196572055 0.0573670642872073
252 7.19234683425756 -60.0830505545612 1308.99693899575 652.926841418496 0.00097798659526499 6.42174661908471e-08 1.55720874602575e-07 0.0101270963461215 0.0200651834739123 0.140318731345562 0.0130897534947427 1.14147480301873e-05 0.00554255981705025 0.0544574401829497 0.0573670642872073
253 7.19290403032494 -60.0827496370076 1308.99693899575 652.926841418496 0.000972013174410924 6.41351285671768e-08 1.55920791357356e-07 0.0101257613233478 0.0200653002545147 0.140320286130192 0.0130833871959685 1.14238436772887e-05 0.00553610902612717 0.0544638909738727 0.0573670642872073
254 7.19345552880783 -60.0824418363403 1308.99693899575 652.926841418496 0.000966044318711945 6.40537368407776e-08 1.56118916603689e-07 0.0101244146733928 0.0200654127824888 0.140321818642645 0.0130770640729369 1.1432831622374e-05 0.00552973083989113 0.0544702691601088 0.0573670642872073
255 7.19400106517305 -60.0821273424359 1308.99693899575 652.926841418496 0.000960083717451377 6.39733266437908e-08 1.56315147650221e-07 0.0101230569780339 0.0200655211006629 0.14032332873374 0.0130707873690592 1.14417075219952e-05 0.00552342810315049 0.0544765718968495 0.0573670642872073
256 7.19454037632945 -60.081806348021 1308.99693899575 652.926841418496 0.00095413506088321 6.38939332439122e-08 1.56509381913075e-07 0.0101216888238628 0.0200656252538508 0.14032481626329 0.0130645603129385 1.1450467053447e-05 0.00551720363412341 0.0544827963658765 0.0573670642872073
257 7.19507320079988 -60.0814790486002 1308.99693899575 652.926841418496 0.000948202038347001 6.3815591526248e-08 1.5670151699349e-07 0.0101203108020376 0.0200657252888394 0.140326281100169 0.0130583861166573 1.14591059182148e-05 0.00551106022290336 0.0544889397770966 0.0573670642872073
258 7.19559927889519 -60.0811456423674 1308.99693899575 652.926841418496 0.000942288336371111 6.37383359752105e-08 1.5689145075719e-07 0.0101189235080329 0.0200658212543744 0.140327723122371 0.0130522679740606 1.14676198454831e-05 0.00550500062992421 0.0544949993700757 0.0573670642872073
259 7.19611835289002 -60.0808063301312 1308.99693899575 652.926841418496 0.000936397636763064 6.36622006564626e-08 1.570790814154e-07 0.0101175275413872 0.0200659132011452 0.140329142217068 0.0130462090590341 1.14760045956995e-05 0.00549902758442577 0.0545009724155741 0.0573670642872073
260 7.19663016720019 -60.0804613152307 1308.99693899575 652.926841418496 0.00093053361469253 6.35872191989273e-08 1.57264307607411e-07 0.0101161235054481 0.0200660011817687 0.140330538280661 0.0130402125237794 1.14842559641917e-05 0.00549314378292114 0.0545068562170788 0.0573670642872073
261 7.19713446856157 -60.0801108034473 1308.99693899575 652.926841418496 0.000924699936763307 6.35134247768727e-08 1.57447028484619e-07 0.0101147120071157 0.0200660852507721 0.140331911218835 0.0130342814970871 1.14923697848311e-05 0.00548735188766706 0.0545126481123329 0.0573670642872073
262 7.19763100621017 -60.0797550029246 1308.99693899575 652.926841418496 0.000918900259079924 6.34408500920869e-08 1.57627143795908e-07 0.0101132936565838 0.0200661654645733 0.140333260946602 0.0130284190826101 1.15003419337404e-05 0.0054816545251386 0.0545183454748613 0.0573670642872073
263 7.19811953206332 -60.0793941240784 1308.99693899575 652.926841418496 0.000913138225307975 6.33695273561561e-08 1.57804553974294e-07 0.0101118690670792 0.0200662418814617 0.140334587388339 0.0130226283571373 1.15081683330379e-05 0.00547605428450928 0.0545239457154907 0.0573670642872073
264 7.19859980090163 -60.0790283795089 1308.99693899575 652.926841418496 0.000907417464730609 6.32994882728592e-08 1.57979160224707e-07 0.0101104388545991 0.0200663145615768 0.140335890477834 0.0130169123688695 1.15158449546146e-05 0.00547055371613821 0.0545294462838618 0.0573670642872073
265 7.19907157055169 -60.078657983913 1308.99693899575 652.926841418496 0.000901741590301597 6.32307640206941e-08 1.58150864612789e-07 0.0101090036376473 0.0200663835668857 0.140337170158313 0.0130112741356992 1.15233678239391e-05 0.00546515533006541 0.0545348446699346 0.0573670642872073
266 7.19953460206905 -60.0782831539929 1308.99693899575 652.926841418496 0.00089611419669744 6.31633852355484e-08 1.58319570154577e-07 0.0101075640369684 0.0200664489611595 0.140338426382473 0.0130057166434962 1.15307330238831e-05 0.00545986159451672 0.0545401384054832 0.0573670642872073
267 7.19998865992149 -60.0779041083665 1308.99693899575 652.926841418496 0.000890538858371148 6.30973819935292e-08 1.58485180906959e-07 0.0101061206752804 0.0200665108099482 0.140339659112508 0.0130002428443993 1.15379366985626e-05 0.00545467493441973 0.0545453250655803 0.0573670642872073
268 7.20043351217215 -60.0775210674714 1308.99693899575 652.926841418496 0.000885019127605358 6.30327837939685e-08 1.58647602058738e-07 0.0101046741770066 0.0200665691805554 0.140340868320132 0.0129948556551159 1.1544975057188e-05 0.00544959772993204 0.054550402270068 0.0573670642872073
269 7.20086893066239 -60.0771342534739 1308.99693899575 652.926841418496 0.000879558532570712 6.29696195426155e-08 1.58806740022184e-07 0.0101032251680058 0.0200666241420099 0.140342053986593 0.0129895579552324 1.15518443779182e-05 0.00544463231498344 0.0545553676850166 0.0573670642872073
270 7.20129469119415 -60.0767438901746 1308.99693899575 652.926841418496 0.000874160575388638 6.29079175350338e-08 1.58962502524916e-07 0.0101017742753011 0.020066675765038 0.140343216102691 0.0129843525855347 1.15585410117098e-05 0.00543978097583332 0.0545602190241667 0.0573670642872073
271 7.20171057371141 -60.0763502029114 1308.99693899575 652.926841418496 0.00086882873020161 6.28477054402162e-08 1.59114798701959e-07 0.0101003221268089 0.0200667241220334 0.140344354668785 0.0129792423463429 1.15650613861568e-05 0.00543504594964472 0.0545649540503553 0.0573670642872073
272 7.2021163624807 -60.0759534184663 1308.99693899575 652.926841418496 0.00086356644125013 6.27890102844339e-08 1.5926353918783e-07 0.0100988693510653 0.0200667692870263 0.1403454696948 0.0129742299958589 1.15714020093135e-05 0.00543042942307669 0.0545695705769233 0.0573670642872073
273 7.20251184627017 -60.0755537649598 1308.99693899575 652.926841418496 0.000858377120960707 6.27318584353338e-08 1.5940863620848e-07 0.0100974165769533 0.0200668113356512 0.140346561200228 0.0129693182485313 1.15775594734919e-05 0.00542593353089622 0.0545740664691038 0.0573670642872073
274 7.20289681852724 -60.0751514717644 1308.99693899575 652.926841418496 0.000853264148046207 6.26762755863003e-08 1.59550003672933e-07 0.0100959644334286 0.0200668503451138 0.140347629214124 0.0129645097734369 1.15835304590299e-05 0.0054215603546113 0.0545784396453887 0.0573670642872073
275 7.2032710775542 -60.0747467693967 1308.99693899575 652.926841418496 0.000848230865617472 6.2622286741095e-08 1.59687557264459e-07 0.0100945135492449 0.0200668863941562 0.140348673775103 0.0129598071926822 1.15893117380196e-05 0.00541731192112663 0.0545826880788733 0.0573670642872073
276 7.20363442668185 -60.0743398894199 1308.99693899575 652.926841418496 0.00084328057931099 6.2569916198792e-08 1.59821214531099e-07 0.0100930645526789 0.0200669195630215 0.140349694931323 0.0129552130798252 1.15949001779903e-05 0.00541319020142344 0.0545868097985766 0.0573670642872073
277 7.20398667444064 -60.0739310643451 1308.99693899575 652.926841418496 0.000838416555433263 6.25191875390212e-08 1.59950894975379e-07 0.0100916180712553 0.0200669499334168 0.140350692740474 0.0129507299583197 1.1600292745539e-05 0.00540919710926474 0.0545908028907352 0.0573670642872073
278 7.20432763472921 -60.0735205275284 1308.99693899575 652.926841418496 0.000833642019123615 6.24701236075374e-08 1.60076520143037e-07 0.0100901747314712 0.0200669775884753 0.140351667269758 0.0129463602999832 1.16054865098999e-05 0.00540533449992788 0.0545946655000721 0.0573670642872073
279 7.20465712697992 -60.0731085130671 1308.99693899575 652.926841418496 0.000828960152535585 6.24227465021271e-08 1.60198013710583e-07 0.0100887351585207 0.0200670026127173 0.140352618595865 0.012942106523491 1.16104786464466e-05 0.00540160416896528 0.0545983958310347 0.0573670642872073
280 7.20497497632122 -60.0726952557029 1308.99693899575 652.926841418496 0.000824374093041702 6.23770775588707e-08 1.60315301571513e-07 0.0100872999760198 0.02006702509201 0.140353546804943 0.0129379709928972 1.16152664401189e-05 0.00539800785099543 0.0546019921490046 0.0573670642872073
281 7.20528101373647 -60.0722809907118 1308.99693899575 652.926841418496 0.000819886931460068 6.23331373387733e-08 1.60428311921012e-07 0.0100858698057312 0.0200670451135262 0.140354451992568 0.0129339560161837 1.16198472887671e-05 0.00539454721852505 0.054605452781475 0.0573670642872073
282 7.20557507621908 -60.0718659538064 1308.99693899575 652.926841418496 0.000815501710306588 6.22909456147788e-08 1.60536975338956e-07 0.0100844452672895 0.0200670627657025 0.14035533426371 0.0129300638438404 1.16242187064065e-05 0.00539122388080426 0.0546087761191957 0.0573670642872073
283 7.20585700692351 -60.071450381029 1308.99693899575 652.926841418496 0.000811221422073405 6.22505213591822e-08 1.60641224871042e-07 0.0100830269779276 0.0200670781381951 0.140356193732687 0.0129262966674765 1.16283783263754e-05 0.00538803938271581 0.0546119606172842 0.0573670642872073
284 7.20612665531208 -60.0710345086455 1308.99693899575 652.926841418496 0.000807049007535587 6.2211882731453e-08 1.60740996107874e-07 0.0100816155522021 0.0200670913218366 0.140357030523123 0.012922656618465 1.16323239043876e-05 0.00538499520370004 0.0546150047962999 0.0573670642872073
285 7.20638387729716 -60.0706185730452 1308.99693899575 652.926841418496 0.000802987354087292 6.21750470664854e-08 1.60836227261826e-07 0.0100802116017217 0.0200671024085898 0.140357844767901 0.0129191457666225 1.16360533214753e-05 0.00538209275671672 0.0546179072432832 0.0573670642872073
286 7.20662853537857 -60.0702028106337 1308.99693899575 652.926841418496 0.000799039294109294 6.21400308632866e-08 1.60926859241523e-07 0.0100788157348741 0.0200671114915021 0.140358636609108 0.0129157661189248 1.16395645868132e-05 0.00537933338724519 0.0546206666127547 0.0573670642872073
287 7.20686049877592 -60.0697874577235 1308.99693899575 652.926841418496 0.000795207603369097 6.2106849774119e-08 1.61012835723753e-07 0.0100774285565561 0.0200671186646581 0.140359406197975 0.0129125196182594 1.16428558404174e-05 0.00537671837232407 0.0546232816276758 0.0573670642872073
288 7.20707964355563 -60.0693727504343 1308.99693899575 652.926841418496 0.000791494999456133 6.20755185941063e-08 1.61094103222674e-07 0.0100760506679033 0.0200671240231316 0.140360153694821 0.0129094081422185 1.16459253557146e-05 0.00537424891963178 0.0546257510803681 0.0573670642872073
289 7.20728585275239 -60.0689589245865 1308.99693899575 652.926841418496 0.000787904140251539 6.20460512513189e-08 1.61170611156136e-07 0.0100746826660215 0.0200671276629371 0.140360879268984 0.0129064335019307 1.16487715419723e-05 0.00537192616660918 0.0546280738333907 0.0573670642872073
290 7.20747901648491 -60.0685462155896 1308.99693899575 652.926841418496 0.000784437622435907 6.2018460797348e-08 1.61242311908967e-07 0.01007332514372 0.0200671296809795 0.140361583098753 0.0129035974409353 1.16513929465866e-05 0.00536975117962531 0.0546302488203746 0.0573670642872073
