#t  pH Em volume surface deltaOsm H+ HO- Na+ Cl- K+ HCO3- CO3-- HY Y- OSM
356 7.21534555111651 -60.0639379257974 1308.99693899575 652.926841418496 0.00100610133290974 6.0905210548505e-08 1.64189564569947e-07 0.0100062133834345 0.0200478694226578 0.140497247962154 0.0130754588009139 1.20223817676163e-05 0 0 0.117367064287207
357 7.21530437710778 -60.0636247010361 1308.99693899575 652.926841418496 0.00100393678253707 6.09109850417412e-08 1.64173999043804e-07 0.0100055979004258 0.0200480301558208 0.140496780032604 0.013074219219115 1.20201023800339e-05 0 0 0.117367064287207
358 7.21526330748607 -60.0633146764875 1308.99693899575 652.926841418496 0.00100177704591919 6.09167454405135e-08 1.64158474450432e-07 0.0100049939780931 0.0200481900268522 0.140496302952292 0.013072982897053 1.20178292018221e-05 0 0 0.117367064287207
359 7.21522234201839 -60.0630078048313 1308.99693899575 652.926841418496 0.000999622108809828 6.09224917734033e-08 1.64142990690438e-07 0.0100044014217976 0.0200483490365673 0.140495816908726 0.0130717498268123 1.20155622167291e-05 0 0 0.117367064287207
360 7.21518148047211 -60.0627040394973 1308.99693899575 652.926841418496 0.000997471957070117 6.09282240689642e-08 1.64127547664627e-07 0.0100038200401096 0.0200485071858194 0.14049532208626 0.0130705200004938 1.2013301408542e-05 0 0 0.117367064287207
361 7.21514072261495 -60.0624033346523 1308.99693899575 652.926841418496 0.000995326576667455 6.09339423557214e-08 1.64112145274005e-07 0.0100032496447562 0.020048664475499 0.140494818666143 0.0130692934102135 1.20110467610871e-05 0 0 0.117367064287207
362 7.21510006821498 -60.06210564519 1308.99693899575 652.926841418496 0.000993185953673759 6.09396466621718e-08 1.64096783419775e-07 0.0100026900505701 0.0200488209065332 0.140494306826571 0.0130680700481039 1.20087982582296e-05 0 0 0.117367064287207
363 7.21505951704067 -60.0618109267208 1308.99693899575 652.926841418496 0.000991050074264033 6.09453370167838e-08 1.64081462003337e-07 0.0100021410754394 0.0200489764798844 0.140493786742737 0.0130668499063128 1.20065558838734e-05 0 0 0.117367064287207
364 7.2150190688608 -60.0615191355583 1308.99693899575 652.926841418496 0.000988918924715088 6.09510134479971e-08 1.64066180926293e-07 0.0100016025402577 0.0200491311965504 0.140493258586879 0.0130656329770039 1.20043196219613e-05 0 0 0.117367064287207
365 7.21497872344453 -60.0612302287097 1308.99693899575 652.926841418496 0.000986792491403654 6.09566759842226e-08 1.64050940090439e-07 0.0100010742688752 0.0200492850575629 0.140492722528329 0.0130644192523569 1.20020894564748e-05 0 0 0.117367064287207
366 7.21493848056139 -60.0609441638651 1308.99693899575 652.926841418496 0.000984670760804662 6.09623246538425e-08 1.64035739397771e-07 0.010000556088051 0.0200494380639872 0.140492178733557 0.013063208724567 1.19998653714339e-05 0 0 0.117367064287207
367 7.21489833998125 -60.0606608993867 1308.99693899575 652.926841418496 0.000982553719490797 6.09679594852096e-08 1.64020578750482e-07 0.0100000478274051 0.0200495902169216 0.140491627366223 0.0130620013858452 1.19976473508972e-05 0 0 0.117367064287207
368 7.21485830147435 -60.0603803942973 1308.99693899575 652.926841418496 0.000980441354130557 6.09735805066478e-08 1.64005458050962e-07 0.00999954931937275 0.0200497415174964 0.140491068587218 0.0130607972284182 1.19954353789618e-05 0 0 0.117367064287207
369 7.2148183648113 -60.0601026082724 1308.99693899575 652.926841418496 0.000978333651486418 6.09791877464516e-08 1.639903772018e-07 0.00999906039915765 0.0200498919668733 0.140490502554715 0.0130595962445286 1.19932294397633e-05 0 0 0.117367064287207
370 7.21477852976304 -60.0598275016276 1308.99693899575 652.926841418496 0.000976230598414563 6.09847812328862e-08 1.6397533610578e-07 0.00999858090468747 0.0200500415662451 0.140489929424206 0.0130583984264343 1.19910295174754e-05 0 0 0.117367064287207
371 7.21473879610091 -60.059555035308 1308.99693899575 652.926841418496 0.000974132181862264 6.09903609941871e-08 1.63960334665884e-07 0.00999811067656927 0.0200501903168344 0.14048934934855 0.0130572037664093 1.19888355963102e-05 0 0 0.117367064287207
372 7.21469916359658 -60.0592851708826 1308.99693899575 652.926841418496 0.000972038388868168 6.09959270585601e-08 1.6394537278529e-07 0.00999764955804574 0.0200503382198936 0.140488762478018 0.013056012256743 1.19866476605179e-05 0 0 0.117367064287207
373 7.21465963202209 -60.0590178705304 1308.99693899575 652.926841418496 0.000969949206559073 6.10014794541813e-08 1.63930450367373e-07 0.00999719739495229 0.0200504852767038 0.140488168960331 0.0130548238897405 1.19844656943867e-05 0 0 0.117367064287207
374 7.21462020114985 -60.0587530970305 1308.99693899575 652.926841418496 0.000967864622150039 6.10070182091969e-08 1.63915567315704e-07 0.00999675403567469 0.0200506314885745 0.140487568940703 0.0130536386577226 1.19822896822429e-05 0 0 0.117367064287207
375 7.21458087075263 -60.0584908137567 1308.99693899575 652.926841418496 0.000965784622943056 6.1012543351723e-08 1.6390072353405e-07 0.00999631933110749 0.0200507768568427 0.140486962561884 0.0130524565530257 1.19801196084509e-05 0 0 0.117367064287207
376 7.21454164060356 -60.0582309846654 1308.99693899575 652.926841418496 0.000963709196324991 6.10180549098455e-08 1.63885918926374e-07 0.00999589313461296 0.0200509213828727 0.140486349964199 0.0130512775680017 1.19779554574127e-05 0 0 0.117367064287207
377 7.21450251047611 -60.0579735742838 1308.99693899575 652.926841418496 0.000961638329767089 6.10235529116201e-08 1.63871153396836e-07 0.00999547530198087 0.0200510650680549 0.140485731285586 0.0130501016950181 1.19757972135683e-05 0 0 0.117367064287207
378 7.21446348014415 -60.0577185477095 1308.99693899575 652.926841418496 0.000959572010823806 6.10290373850719e-08 1.63856426849788e-07 0.00999506569138874 0.020051207913806 0.140485106661638 0.0130489289264582 1.19736448613951e-05 0 0 0.117367064287207
379 7.21442454938189 -60.0574658705891 1308.99693899575 652.926841418496 0.000957510227131142 6.10345083581958e-08 1.63841739189781e-07 0.00999466416336279 0.0200513499215677 0.14048447622564 0.0130477592547204 1.19714983854085e-05 0 0 0.117367064287207
380 7.21438571796391 -60.0572155091218 1308.99693899575 652.926841418496 0.000955452966405756 6.10399658589556e-08 1.63827090321559e-07 0.00999427058073956 0.0200514910928065 0.140483840108607 0.0130465926722192 1.19693577701614e-05 0 0 0.117367064287207
381 7.21434698566515 -60.056967430041 1308.99693899575 652.926841418496 0.000953400216444023 6.10454099152849e-08 1.63812480150062e-07 0.00999388480862815 0.0200516314290133 0.140483198439321 0.0130454291713842 1.19672230002439e-05 0 0 0.117367064287207
382 7.21430835226091 -60.0567216006131 1308.99693899575 652.926841418496 0.000951351965120528 6.1050840555086e-08 1.63797908580424e-07 0.00999350671437289 0.0200517709317025 0.140482551344368 0.0130442687446605 1.19650940602838e-05 0 0 0.117367064287207
383 7.21426981752686 -60.0564779886244 1308.99693899575 652.926841418496 0.000949308200387411 6.10562578062302e-08 1.63783375517973e-07 0.00999313616751687 0.0200519096024114 0.140481898948175 0.0130431113845091 1.19629709349461e-05 0 0 0.117367064287207
384 7.21423138123903 -60.0562365623735 1308.99693899575 652.926841418496 0.000947268910272858 6.1061661696558e-08 1.63768880868234e-07 0.00999277303976586 0.0200520474427004 0.140481241373042 0.0130419570834059 1.19608536089332e-05 0 0 0.117367064287207
385 7.21419304317381 -60.0559972906668 1308.99693899575 652.926841418496 0.000945234082880109 6.10670522538785e-08 1.63754424536922e-07 0.00999241720495285 0.0200521844541516 0.140480578739182 0.0130408058338428 1.19587420669845e-05 0 0 0.117367064287207
386 7.21415480310796 -60.0557601428051 1308.99693899575 652.926841418496 0.000943203706386675 6.10724295059694e-08 1.63740006429949e-07 0.00999206853900328 0.0200523206383688 0.140479911164751 0.0130396576283268 1.19566362938767e-05 0 0 0.117367064287207
387 7.21411666081861 -60.0555250885797 1308.99693899575 652.926841418496 0.000941177769042956 6.1077793480577e-08 1.63725626453419e-07 0.00999172691990063 0.0200524559969767 0.140479238765884 0.0130385124593803 1.19545362744234e-05 0 0 0.117367064287207
388 7.21407861608324 -60.0552920982623 1308.99693899575 652.926841418496 0.000939156259171736 6.10831442054163e-08 1.6371128451363e-07 0.0099913922276527 0.0200525905316209 0.140478561656727 0.0130373703195414 1.19524419934752e-05 0 0 0.117367064287207
389 7.21404066867971 -60.0550611425984 1308.99693899575 652.926841418496 0.000937139165166412 6.10884817081702e-08 1.63696980517074e-07 0.00999106434425844 0.0200527242439669 0.140477879949472 0.0130362312013633 1.19503534359196e-05 0 0 0.117367064287207
390 7.21400281838622 -60.054832192801 1308.99693899575 652.926841418496 0.000935126475491044 6.10938060164903e-08 1.63682714370436e-07 0.0099907431536752 0.0200528571356997 0.140477193754387 0.0130350950974148 1.1948270586681e-05 0 0 0.117367064287207
391 7.21396506498135 -60.0546052205394 1308.99693899575 652.926841418496 0.000933118178678138 6.1099117157996e-08 1.63668485980592e-07 0.00999042854178666 0.0200529892085237 0.140476503179847 0.0130339620002798 1.19461934307204e-05 0 0 0.117367064287207
392 7.21392740824406 -60.0543801979369 1308.99693899575 652.926841418496 0.000931114263329091 6.11044151602748e-08 1.63654295254612e-07 0.00999012039637112 0.0200531204641619 0.140475808332368 0.0130328319025577 1.19441219530355e-05 0 0 0.117367064287207
393 7.21388984795365 -60.0541570975581 1308.99693899575 652.926841418496 0.000929114718111912 6.11097000508821e-08 1.63640142099759e-07 0.00998981860707043 0.0200532509043556 0.140475109316634 0.0130317047968633 1.19420561386606e-05 0 0 0.117367064287207
394 7.2138523838898 -60.0539358924084 1308.99693899575 652.926841418496 0.000927119531760834 6.11149718573413e-08 1.63626026423487e-07 0.00998952306535934 0.0200533805308636 0.140474406235533 0.0130305806758266 1.19399959726667e-05 0 0 0.117367064287207
395 7.21381501583255 -60.0537165559199 1308.99693899575 652.926841418496 0.000925128693076149 6.11202306071433e-08 1.63611948133443e-07 0.00998923366451543 0.0200535093454626 0.140473699190179 0.0130294595320929 1.19379414401609e-05 0 0 0.117367064287207
396 7.2137777435623 -60.0534990619492 1308.99693899575 652.926841418496 0.000923142190922321 6.11254763277466e-08 1.63597907137465e-07 0.00998895029958938 0.0200536373499457 0.140472988279947 0.0130283413583228 1.19358925262869e-05 0 0 0.117367064287207
397 7.21374056685982 -60.0532833847695 1308.99693899575 652.926841418496 0.000921160014227318 6.11307090465774e-08 1.63583903343583e-07 0.00998867286737592 0.0200537645461229 0.140472273602501 0.013027226147192 1.19338492162246e-05 0 0 0.117367064287207
398 7.21370348550625 -60.0530694990632 1308.99693899575 652.926841418496 0.000919182151981834 6.11359287910291e-08 1.63569936660018e-07 0.00998840126638505 0.0200538909358201 0.140471555253817 0.0130261138913918 1.19318114951903e-05 0 0 0.117367064287207
399 7.21366649928309 -60.0528573799178 1308.99693899575 652.926841418496 0.000917208593238961 6.11411355884626e-08 1.63556006995183e-07 0.0099881353968139 0.020054016520879 0.14047083332822 0.0130250045836283 1.19297793484363e-05 0 0 0.117367064287207
400 7.21362960797221 -60.0526470028144 1308.99693899575 652.926841418496 0.000915239327112127 6.11463294662057e-08 1.63542114257681e-07 0.00998787516051887 0.0200541413031564 0.140470107918402 0.013023898216623 1.19277527612509e-05 0 0 0.117367064287207
401 7.21359281135585 -60.0524383436265 1308.99693899575 652.926841418496 0.000913274342775661 6.11515104515537e-08 1.63528258356306e-07 0.00998762046098844 0.0200542652845242 0.140469379115455 0.0130227947831128 1.19257317189585e-05 0 0 0.117367064287207
402 7.2135561092166 -60.052231378612 1308.99693899575 652.926841418496 0.000911313629463062 6.11566785717688e-08 1.63514439200042e-07 0.00998737120331617 0.0200543884668688 0.140468647008897 0.0130216942758494 1.19237162069195e-05 0 0 0.117367064287207
403 7.21351950133743 -60.0520260844056 1308.99693899575 652.926841418496 0.000909357176466508 6.11618338540798e-08 1.63500656698065e-07 0.00998712729417436 0.0200545108520907 0.140467911686693 0.0130205966875998 1.192170621053e-05 0 0 0.117367064287207
404 7.21348298750166 -60.0518224380152 1308.99693899575 652.926841418496 0.000907404973136072 6.11669763256828e-08 1.63486910759739e-07 0.00998688864178798 0.020054632442104 0.140467173235288 0.0130195020111462 1.19197017152221e-05 0 0 0.117367064287207
405 7.21344656749301 -60.0516204168119 1308.99693899575 652.926841418496 0.000905457008878896 6.11721060137404e-08 1.6347320129462e-07 0.00998665515590913 0.0200547532388364 0.140466431739626 0.0130184102392859 1.19177027064632e-05 0 0 0.117367064287207
406 7.21341024109554 -60.051419998531 1308.99693899575 652.926841418496 0.000903513273158574 6.11772229453818e-08 1.6345952821245e-07 0.00998642674779186 0.0200548732442286 0.140465687283179 0.0130173213648312 1.19157091697569e-05 0 0 0.117367064287207
407 7.21337400809366 -60.0512211612582 1308.99693899575 652.926841418496 0.000901573755494434 6.11823271477028e-08 1.63445891423165e-07 0.00998620333016739 0.0200549924602339 0.140464939947967 0.0130162353806096 1.19137210906419e-05 0 0 0.117367064287207
408 7.21333786827219 -60.0510238834297 1308.99693899575 652.926841418496 0.000899638445460038 6.11874186477657e-08 1.63432290836887e-07 0.0099859848172198 0.0200551108888179 0.140464189814587 0.0130151522794636 1.19117384546925e-05 0 0 0.117367064287207
409 7.21330182141629 -60.0508281438235 1308.99693899575 652.926841418496 0.00089770733268385 6.1192497472599e-08 1.63418726363928e-07 0.009985771124562 0.0200552285319584 0.140463436962234 0.0130140720542508 1.19097612475186e-05 0 0 0.117367064287207
410 7.21326586731148 -60.0506339215572 1308.99693899575 652.926841418496 0.000895780406847457 6.11975636491978e-08 1.63405197914788e-07 0.00998556216921226 0.0200553453916445 0.140462681468723 0.0130129946978437 1.19077894547653e-05 0 0 0.117367064287207
411 7.21323000574367 -60.050441196077 1308.99693899575 652.926841418496 0.000893857657685126 6.1202617204523e-08 1.63391705400157e-07 0.00998535786957088 0.0200554614698768 0.140461923410515 0.01301192020313 1.19058230621129e-05 0 0 0.117367064287207
412 7.21319423649912 -60.0502499471579 1308.99693899575 652.926841418496 0.00089193907498325 6.12076581655019e-08 1.63378248730912e-07 0.00998515814539756 0.0200555767686671 0.140461162862737 0.0130108485630122 1.1903862055277e-05 0 0 0.117367064287207
413 7.21315855936445 -60.0500601548962 1308.99693899575 652.926841418496 0.000890024648579735 6.12126865590276e-08 1.63364827818119e-07 0.00998496291778881 0.0200556912900375 0.140460399899204 0.013009779770408 1.19019064200083e-05 0 0 0.117367064287207
414 7.21312297412667 -60.0498717997032 1308.99693899575 652.926841418496 0.000888114368362725 6.12177024119593e-08 1.6335144257303e-07 0.00998477210915596 0.0200558050360206 0.140459634592442 0.0130087138182498 1.18999561420926e-05 0 0 0.117367064287207
415 7.21308748057314 -60.0496848623026 1308.99693899575 652.926841418496 0.000886208224271101 6.1222705751122e-08 1.63338092907087e-07 0.00998458564320343 0.0200559180086592 0.14045886701371 0.0130076506994852 1.18980112073505e-05 0 0 0.117367064287207
416 7.21305207849159 -60.049499323722 1308.99693899575 652.926841418496 0.000884306206292873 6.12276966033064e-08 1.63324778731918e-07 0.00998440344490737 0.0200560302100055 0.140458097233019 0.0130065904070766 1.18960716016378e-05 0 0 0.117367064287207
417 7.21301676767012 -60.0493151652924 1308.99693899575 652.926841418496 0.000882408304464399 6.12326749952689e-08 1.63311499959338e-07 0.00998422544049466 0.0200561416421215 0.140457325319154 0.0130055329340012 1.18941373108449e-05 0 0 0.117367064287207
418 7.2129815478972 -60.0491323686399 1308.99693899575 652.926841418496 0.000880514508871222 6.12376409537315e-08 1.6329825650135e-07 0.00998405155742225 0.0200562523070783 0.140456551339694 0.0130044782732512 1.1892208320897e-05 0 0 0.117367064287207
419 7.21294641896165 -60.0489509156809 1308.99693899575 652.926841418496 0.000878624809645345 6.12425945053817e-08 1.63285048270142e-07 0.00998388172435681 0.0200563622069556 0.140455775361031 0.0130034264178338 1.18902846177541e-05 0 0 0.117367064287207
420 7.21291138065268 -60.0487707886217 1308.99693899575 652.926841418496 0.000876739196966791 6.12475356768725e-08 1.63271875178091e-07 0.00998371587115475 0.0200564713438419 0.140454997448394 0.0130023773607707 1.18883661874106e-05 0 0 0.117367064287207
421 7.21287643275985 -60.0485919699463 1308.99693899575 652.926841418496 0.000874857661060935 6.12524644948221e-08 1.63258737137758e-07 0.00998355392884258 0.020056579719834 0.140454217665861 0.0130013310950987 1.18864530158958e-05 0 0 0.117367064287207
422 7.21284157507309 -60.0484144424191 1308.99693899575 652.926841418496 0.000872980192199391 6.12573809858142e-08 1.6324563406189e-07 0.00998339582959753 0.0200566873370368 0.140453436076384 0.0130002876138694 1.18845450892731e-05 0 0 0.117367064287207
423 7.2128068073827 -60.048238189077 1308.99693899575 652.926841418496 0.000871106780699016 6.12622851763973e-08 1.63232565863422e-07 0.0099832415067285 0.0200567941975627 0.140452652741807 0.0129992469101492 1.18826423936405e-05 0 0 0.117367064287207
424 7.21277212947936 -60.0480631932247 1308.99693899575 652.926841418496 0.000869237416921465 6.12671770930856e-08 1.63219532455471e-07 0.00998309089465741 0.0200569003035318 0.140451867722881 0.012998208977019 1.18807449151303e-05 0 0 0.117367064287207
425 7.21273754115408 -60.047889438432 1308.99693899575 652.926841418496 0.000867372091272023 6.12720567623579e-08 1.63206533751344e-07 0.00998294392890073 0.0200570056570715 0.140451081079287 0.0129971738075749 1.18788526399091e-05 0 0 0.117367064287207
426 7.21270304219829 -60.0477169085271 1308.99693899575 652.926841418496 0.000865510794199775 6.1276924210658e-08 1.63193569664528e-07 0.00998280054605139 0.020057110260316 0.14045029286965 0.0129961413949274 1.18769655541776e-05 0 0 0.117367064287207
427 7.21266863240373 -60.0475455875959 1308.99693899575 652.926841418496 0.00086365351619716 6.12817794643948e-08 1.63180640108698e-07 0.009982660683761 0.0200572141154064 0.140449503151557 0.0129951117322018 1.18750836441706e-05 0 0 0.117367064287207
428 7.21263431156255 -60.0473754599743 1308.99693899575 652.926841418496 0.000861800247798306 6.12866225499418e-08 1.63167744997713e-07 0.00998252428072226 0.0200573172244902 0.140448711981577 0.0129940848125382 1.1873206896157e-05 0 0 0.117367064287207
429 7.21260007946725 -60.0472065102462 1308.99693899575 652.926841418496 0.000859950979580193 6.12914534936374e-08 1.63154884245617e-07 0.0099823912766518 0.0200574195897213 0.140447919415274 0.0129930606290913 1.18713352964398e-05 0 0 0.117367064287207
430 7.2125659359107 -60.0470387232386 1308.99693899575 652.926841418496 0.000858105702160605 6.12962723217846e-08 1.63142057766635e-07 0.00998226161227316 0.0200575212132594 0.140447125507229 0.0129920391750305 1.18694688313556e-05 0 0 0.117367064287207
431 7.21253188068612 -60.0468720840191 1308.99693899575 652.926841418496 0.000856264406198515 6.1301079060651e-08 1.63129265475181e-07 0.00998213522930016 0.0200576220972701 0.140446330311049 0.0129910204435397 1.18676074872751e-05 0 0 0.117367064287207
432 7.21249791358713 -60.0467065778887 1308.99693899575 652.926841418496 0.000854427082393305 6.13058737364687e-08 1.63116507285848e-07 0.00998201207042051 0.0200577222439246 0.140445533879392 0.0129900044278177 1.18657512506026e-05 0 0 0.117367064287207
433 7.2124640344077 -60.0465421903823 1308.99693899575 652.926841418496 0.000852593721484329 6.13106563754344e-08 1.63103783113416e-07 0.00998189207927964 0.0200578216553994 0.140444736263973 0.0129889911210777 1.18639001077763e-05 0 0 0.117367064287207
434 7.21243024294215 -60.0463789072618 1308.99693899575 652.926841418496 0.000850764314250629 6.13154270037089e-08 1.63091092872844e-07 0.00998177520046489 0.0200579203338761 0.14044393751559 0.0129879805165475 1.18620540452677e-05 0 0 0.117367064287207
435 7.21239653898519 -60.0462167145139 1308.99693899575 652.926841418496 0.000848938851509773 6.13201856474177e-08 1.63078436479279e-07 0.00998166137948986 0.0200580182815412 0.14044313768413 0.0129869726074695 1.1860213049582e-05 0 0 0.117367064287207
436 7.2123629223319 -60.0460555983451 1308.99693899575 652.926841418496 0.000847117324118574 6.13249323326503e-08 1.63065813848046e-07 0.00998155056277904 0.0200581155005858 0.140442336818592 0.0129859673871008 1.1858377107258e-05 0 0 0.117367064287207
437 7.21232939277769 -60.0458955451796 1308.99693899575 652.926841418496 0.000845299722971427 6.13296670854605e-08 1.63053224894657e-07 0.00998144269765282 0.0200582119932057 0.140441534967096 0.0129849648487128 1.18565462048677e-05 0 0 0.117367064287207
438 7.21229595011839 -60.0457365416541 1308.99693899575 652.926841418496 0.000843486039000474 6.1334389931866e-08 1.63040669534801e-07 0.00998133773231251 0.0200583077616008 0.1404407321769 0.0129839649855914 1.18547203290166e-05 0 0 0.117367064287207
439 7.21226259415015 -60.0455785746171 1308.99693899575 652.926841418496 0.00084167626317555 6.13391008978489e-08 1.63028147684354e-07 0.00998123561582584 0.020058402807975 0.140439928494415 0.0129829677910373 1.18528994663433e-05 0 0 0.117367064287207
440 7.21222932466952 -60.0454216311232 1308.99693899575 652.926841418496 0.000839870386502406 6.13438000093552e-08 1.6301565925937e-07 0.00998113629811254 0.0200584971345364 0.140439123965218 0.0129819732583654 1.18510836035197e-05 0 0 0.117367064287207
441 7.21219614147339 -60.0452656984288 1308.99693899575 652.926841418496 0.000838068400023984 6.13484872922945e-08 1.63003204176088e-07 0.00998103972993022 0.0200585907434964 0.140438318634066 0.012980981380905 1.18492727272508e-05 0 0 0.117367064287207
442 7.21216304435903 -60.0451107639914 1308.99693899575 652.926841418496 0.000836270294818697 6.13531627725408e-08 1.62990782350924e-07 0.00998094586286051 0.0200586836370701 0.140437512544911 0.0129799921520001 1.18474668242747e-05 0 0 0.117367064287207
443 7.21213003312407 -60.0449568154657 1308.99693899575 652.926841418496 0.000834476062000322 6.13578264759314e-08 1.62978393700479e-07 0.00998085464929534 0.0200587758174758 0.140436705740911 0.0129790055650089 1.18456658813624e-05 0 0 0.117367064287207
444 7.21209710756652 -60.0448038406985 1308.99693899575 652.926841418496 0.000832685692718549 6.13624784282677e-08 1.62966038141532e-07 0.00998076604242358 0.0200588672869352 0.140435898264447 0.012978021613304 1.18438698853179e-05 0 0 0.117367064287207
445 7.21206426748475 -60.0446518277281 1308.99693899575 652.926841418496 0.000830899178157041 6.13671186553146e-08 1.62953715591044e-07 0.00998067999621771 0.0200589580476725 0.14043509015713 0.0129770402902727 1.18420788229779e-05 0 0 0.117367064287207
446 7.21203151267748 -60.0445007647801 1308.99693899575 652.926841418496 0.0008291165095341 6.13717471828006e-08 1.62941425966157e-07 0.00998059646542092 0.0200590481019151 0.14043428145982 0.0129760615893162 1.1840292681212e-05 0 0 0.117367064287207
447 7.21199884294382 -60.0443506402624 1308.99693899575 652.926841418496 0.000827337678102003 6.1376364036418e-08 1.6292916918419e-07 0.00998051540553426 0.0200591374518927 0.140433472212637 0.0129750855038502 1.18385114469224e-05 0 0 0.117367064287207
448 7.21196625808322 -60.0442014427664 1308.99693899575 652.926841418496 0.000825562675146219 6.13809692418224e-08 1.62916945162645e-07 0.0099804367728041 0.0200592260998374 0.140432662454971 0.0129741120273049 1.18367351070441e-05 0 0 0.117367064287207
449 7.21193375789552 -60.0440531610607 1308.99693899575 652.926841418496 0.000823791491985859 6.13855628246328e-08 1.62904753819203e-07 0.00998036052420975 0.0200593140479839 0.140431852225495 0.0129731411531246 1.18349636485446e-05 0 0 0.117367064287207
450 7.21190134218091 -60.0439057840892 1308.99693899575 652.926841418496 0.000822024119973064 6.13901448104319e-08 1.62892595071721e-07 0.00998028661745126 0.0200594012985685 0.14043104156218 0.012972172874768 1.18331970584237e-05 0 0 0.117367064287207
451 7.21186901073996 -60.0437593009684 1308.99693899575 652.926841418496 0.00082026055049178 6.13947152247653e-08 1.6288046883824e-07 0.00998021501093753 0.0200594878538299 0.140430230502301 0.0129712071857078 1.18314353237138e-05 0 0 0.117367064287207
452 7.21183676337359 -60.0436137009849 1308.99693899575 652.926841418496 0.000818500774958431 6.13992740931423e-08 1.62868375036976e-07 0.00998014566377447 0.0200595737160083 0.140429419082456 0.0129702440794314 1.18296784314797e-05 0 0 0.117367064287207
453 7.2118045998831 -60.0434689735902 1308.99693899575 652.926841418496 0.000816744784820855 6.14038214410352e-08 1.62856313586326e-07 0.00998007853575346 0.0200596588873456 0.140428607338571 0.0129692835494399 1.18279263688184e-05 0 0 0.117367064287207
454 7.21177252007013 -60.0433251084029 1308.99693899575 652.926841418496 0.000814992571559203 6.14083572938793e-08 1.62844284404864e-07 0.00998001358733997 0.020059743370085 0.140427795305913 0.012968325589249 1.1826179122859e-05 0 0 0.117367064287207
455 7.21174052373672 -60.0431820952007 1308.99693899575 652.926841418496 0.000813244126683932 6.14128816770735e-08 1.62832287411342e-07 0.00997995077966237 0.0200598271664714 0.140426983019105 0.0129673701923884 1.18244366807631e-05 0 0 0.117367064287207
456 7.21170861068525 -60.0430399239219 1308.99693899575 652.926841418496 0.000811499441736252 6.14173946159794e-08 1.62820322524691e-07 0.00997989007450089 0.0200599102787504 0.140426170512129 0.0129664173524021 1.1822699029724e-05 0 0 0.117367064287207
457 7.21167678071846 -60.0428985846599 1308.99693899575 652.926841418496 0.000809758508288128 6.14218961359218e-08 1.62808389664018e-07 0.00997983143427684 0.0200599927091691 0.140425357818344 0.012965467062848 1.18209661569672e-05 0 0 0.117367064287207
458 7.21164503363949 -60.0427580676614 1308.99693899575 652.926841418496 0.000808021317941443 6.14263862621881e-08 1.62796488748609e-07 0.0099797748220419 0.020060074459975 0.140424544970494 0.0129645193172982 1.18192380497501e-05 0 0 0.117367064287207
459 7.21161336925181 -60.0426183633253 1308.99693899575 652.926841418496 0.000806287862327837 6.14308650200292e-08 1.62784619697925e-07 0.00997972020146771 0.0200601555334168 0.140423732000717 0.0129635741093392 1.1817514695362e-05 0 0 0.117367064287207
460 7.21158178735927 -60.0424794621998 1308.99693899575 652.926841418496 0.000804558133108479 6.14353324346585e-08 1.62772782431605e-07 0.00997966753683553 0.0200602359317434 0.140422918940555 0.0129626314325711 1.18157960811239e-05 0 0 0.117367064287207
461 7.21155028776607 -60.0423413549777 1308.99693899575 652.926841418496 0.000802832121973851 6.14397885312523e-08 1.62760976869465e-07 0.00997961679302612 0.0200603156572046 0.140422105820968 0.0129616912806085 1.18140821943887e-05 0 0 0.117367064287207
462 7.21151887027679 -60.0422040324967 1308.99693899575 652.926841418496 0.000801109820643242 6.14442333349497e-08 1.62749202931497e-07 0.00997956793550979 0.0200603947120502 0.140421292672338 0.0129607536470796 1.18123730225408e-05 0 0 0.117367064287207
463 7.21148753469637 -60.0420674857359 1308.99693899575 652.926841418496 0.000799391220864198 6.14486668708523e-08 1.62737460537869e-07 0.00997952093033658 0.0200604730985304 0.140420479524482 0.0129598185256271 1.18106685529963e-05 0 0 0.117367064287207
464 7.21145628083011 -60.0419317058133 1308.99693899575 652.926841418496 0.000797676314412743 6.14530891640247e-08 1.62725749608925e-07 0.00997947574412664 0.0200605508188954 0.140419666406664 0.0129588859099074 1.18089687732028e-05 0 0 0.117367064287207
465 7.21142510848368 -60.0417966839853 1308.99693899575 652.926841418496 0.000795965093093265 6.1457500239494e-08 1.62714070065183e-07 0.00997943234406076 0.0200606278753954 0.140418853347598 0.0129579557935908 1.18072736706393e-05 0 0 0.117367064287207
466 7.21139401746311 -60.0416624116407 1308.99693899575 652.926841418496 0.000794257548737243 6.14619001222497e-08 1.62702421827338e-07 0.00997939069787102 0.0200607042702806 0.140418040375462 0.0129570281703619 1.18055832328164e-05 0 0 0.117367064287207
467 7.21136300757479 -60.0415288803028 1308.99693899575 652.926841418496 0.000792553673204022 6.14662888372443e-08 1.6269080481626e-07 0.00997935077383166 0.0200607800058006 0.140417227517905 0.012956103033919 1.18038974472758e-05 0 0 0.117367064287207
468 7.21133207862547 -60.0413960816236 1308.99693899575 652.926841418496 0.000790853458379759 6.14706664093924e-08 1.62679218952994e-07 0.00997931254075007 0.020060855084205 0.140416414802056 0.0129551803779743 1.18022163015904e-05 0 0 0.117367064287207
